index,cond,elev,hum,lat,lng,loc,pres,temp,time
5178,Clear,11.57689571,0.8,6.5243793,3.3792057,"Lagos,Nigeria",1000,83.86,1434042000
5179,Mostly Cloudy,11.57689571,0.79,6.5243793,3.3792057,"Lagos,Nigeria",1009.99,82.41,1434045600
5180,Clear,11.57689571,0.88,6.5243793,3.3792057,"Lagos,Nigeria",1000,81,1434049200
5181,Clear,11.57689571,0.88,6.5243793,3.3792057,"Lagos,Nigeria",1000,81.07,1434052800
5182,Mostly Cloudy,11.57689571,0.88,6.5243793,3.3792057,"Lagos,Nigeria",1011.8,81,1434056400
5183,Clear,11.57689571,0.94,6.5243793,3.3792057,"Lagos,Nigeria",1000,79.14,1434060000
5184,Clear,11.57689571,0.88,6.5243793,3.3792057,"Lagos,Nigeria",1000,81,1434582000
5185,Dry and Mostly Cloudy,11.57689571,0.83,6.5243793,3.3792057,"Lagos,Nigeria",1009.99,80.71,1434585600
5186,Clear,11.57689571,0.88,6.5243793,3.3792057,"Lagos,Nigeria",1000,79.14,1434589200
5187,Clear,11.57689571,0.93,6.5243793,3.3792057,"Lagos,Nigeria",1000,79.14,1434592800
5188,Mostly Cloudy,11.57689571,0.99,6.5243793,3.3792057,"Lagos,Nigeria",1009.3,77.28,1434596400
5189,Clear,11.57689571,0.93,6.5243793,3.3792057,"Lagos,Nigeria",1000,77.28,1434600000
5190,Clear,11.57689571,0.94,6.5243793,3.3792057,"Lagos,Nigeria",1000,77.28,1434603600
5191,Mostly Cloudy,11.57689571,0.93,6.5243793,3.3792057,"Lagos,Nigeria",1009.59,77.13,1434607200
5192,Clear,11.57689571,0.94,6.5243793,3.3792057,"Lagos,Nigeria",1000,79,1434610800
5193,Clear,11.57689571,0.93,6.5243793,3.3792057,"Lagos,Nigeria",1000,80.81,1434614400
5194,Mostly Cloudy,11.57689571,0.76,6.5243793,3.3792057,"Lagos,Nigeria",1011.2,85.36,1434618000
5195,Clear,11.57689571,0.8,6.5243793,3.3792057,"Lagos,Nigeria",1000,84,1434621600
5196,Clear,11.57689571,0.75,6.5243793,3.3792057,"Lagos,Nigeria",1000,85.63,1434625200
5197,Mostly Cloudy,11.57689571,0.81,6.5243793,3.3792057,"Lagos,Nigeria",1011.35,83.23,1434628800
5198,Clear,11.57689571,0.89,6.5243793,3.3792057,"Lagos,Nigeria",1000,82.25,1434632400
5199,Clear,11.57689571,0.89,6.5243793,3.3792057,"Lagos,Nigeria",1000,82.44,1434636000
5200,Mostly Cloudy,11.57689571,0.82,6.5243793,3.3792057,"Lagos,Nigeria",1009.2,82.65,1434639600
5201,Breezy,11.57689571,0.85,6.5243793,3.3792057,"Lagos,Nigeria",1000,81.93,1434643200
5202,Clear,11.57689571,0.82,6.5243793,3.3792057,"Lagos,Nigeria",1000,81.1,1434646800
5203,Mostly Cloudy,11.57689571,0.81,6.5243793,3.3792057,"Lagos,Nigeria",1009.3,81.33,1434650400
5204,Clear,11.57689571,0.88,6.5243793,3.3792057,"Lagos,Nigeria",1000,79,1434654000
5205,Clear,11.57689571,0.88,6.5243793,3.3792057,"Lagos,Nigeria",1000,79,1434657600
5206,Mostly Cloudy,11.57689571,0.88,6.5243793,3.3792057,"Lagos,Nigeria",1011.2,78.87,1434661200
5207,Clear,11.57689571,0.88,6.5243793,3.3792057,"Lagos,Nigeria",1000,78.87,1434664800
5208,Clear,11.57689571,0.88,6.5243793,3.3792057,"Lagos,Nigeria",1000,79,1435186800
5209,Mostly Cloudy,11.57689571,0.93,6.5243793,3.3792057,"Lagos,Nigeria",1014.92,77.12,1435190400
5210,Clear,11.57689571,0.94,6.5243793,3.3792057,"Lagos,Nigeria",1000,77.14,1435194000
5211,Clear,11.57689571,0.94,6.5243793,3.3792057,"Lagos,Nigeria",1000,77.14,1435197600
5212,Mostly Cloudy,11.57689571,0.94,6.5243793,3.3792057,"Lagos,Nigeria",1014,76.93,1435201200
5213,Clear,11.57689571,0.94,6.5243793,3.3792057,"Lagos,Nigeria",1000,77.14,1435204800
5214,Clear,11.57689571,0.94,6.5243793,3.3792057,"Lagos,Nigeria",1000,76.88,1435208400
5215,Mostly Cloudy,11.57689571,0.93,6.5243793,3.3792057,"Lagos,Nigeria",1016.5,76.72,1435212000
5216,Clear,11.57689571,0.93,6.5243793,3.3792057,"Lagos,Nigeria",1000,77.28,1435215600
5217,Clear,11.57689571,0.83,6.5243793,3.3792057,"Lagos,Nigeria",1000,80.49,1435219200
5218,Mostly Cloudy,11.57689571,0.81,6.5243793,3.3792057,"Lagos,Nigeria",1016.27,82.37,1435222800
5219,Clear,11.57689571,0.79,6.5243793,3.3792057,"Lagos,Nigeria",1000,82.14,1435226400
5220,Clear,11.57689571,0.79,6.5243793,3.3792057,"Lagos,Nigeria",1000,82.14,1435230000
5221,Mostly Cloudy,11.57689571,0.71,6.5243793,3.3792057,"Lagos,Nigeria",1015.64,83.78,1435233600
5222,Clear,11.57689571,0.71,6.5243793,3.3792057,"Lagos,Nigeria",1000,85.62,1435237200
5223,Clear,11.57689571,0.72,6.5243793,3.3792057,"Lagos,Nigeria",1000,83.97,1435240800
5224,Mostly Cloudy,11.57689571,0.75,6.5243793,3.3792057,"Lagos,Nigeria",1012.47,83.09,1435244400
5225,Clear,11.57689571,0.75,6.5243793,3.3792057,"Lagos,Nigeria",1000,81.93,1435248000
5226,Clear,11.57689571,0.82,6.5243793,3.3792057,"Lagos,Nigeria",1000,81,1435251600
5227,Mostly Cloudy,11.57689571,0.79,6.5243793,3.3792057,"Lagos,Nigeria",1014.2,81.28,1435255200
5228,Clear,11.57689571,0.78,6.5243793,3.3792057,"Lagos,Nigeria",1000,80.62,1435258800
5229,Clear,11.57689571,0.88,6.5243793,3.3792057,"Lagos,Nigeria",1000,78.88,1435262400
5230,Dry,11.57689571,0.82,6.5243793,3.3792057,"Lagos,Nigeria",1000,79,1435266000
5231,Dry,11.57689571,0.82,6.5243793,3.3792057,"Lagos,Nigeria",1000,79.14,1435269600
5232,Clear,11.57689571,0.94,6.5243793,3.3792057,"Lagos,Nigeria",1000,77,1435791600
5233,Mostly Cloudy,11.57689571,0.92,6.5243793,3.3792057,"Lagos,Nigeria",1013.39,76.69,1435795200
5234,Clear,11.57689571,0.94,6.5243793,3.3792057,"Lagos,Nigeria",1000,77,1435798800
5235,Clear,11.57689571,0.94,6.5243793,3.3792057,"Lagos,Nigeria",1000,77,1435802400
5236,Mostly Cloudy,11.57689571,0.94,6.5243793,3.3792057,"Lagos,Nigeria",1010.56,76.8,1435806000
5237,Clear,11.57689571,0.94,6.5243793,3.3792057,"Lagos,Nigeria",1000,77,1435809600
5238,Clear,11.57689571,0.94,6.5243793,3.3792057,"Lagos,Nigeria",1000,77,1435813200
5239,Mostly Cloudy,11.57689571,0.94,6.5243793,3.3792057,"Lagos,Nigeria",1011.37,76.67,1435816800
5240,Clear,11.57689571,0.88,6.5243793,3.3792057,"Lagos,Nigeria",1000,79,1435820400
5241,Clear,11.57689571,0.88,6.5243793,3.3792057,"Lagos,Nigeria",1000,79,1435824000
5242,Mostly Cloudy,11.57689571,0.82,6.5243793,3.3792057,"Lagos,Nigeria",1012.5,81,1435827600
5243,Clear,11.57689571,0.82,6.5243793,3.3792057,"Lagos,Nigeria",1000,81,1435831200
5244,Clear,11.57689571,0.79,6.5243793,3.3792057,"Lagos,Nigeria",1000,82,1435834800
5245,Humid and Mostly Cloudy,11.57689571,0.93,6.5243793,3.3792057,"Lagos,Nigeria",1012.27,79.08,1435838400
5246,Humid,11.57689571,0.99,6.5243793,3.3792057,"Lagos,Nigeria",1000,73.62,1435842000
5247,Humid,11.57689571,0.94,6.5243793,3.3792057,"Lagos,Nigeria",1000,79.14,1435845600
5248,Clear,11.57689571,0.82,6.5243793,3.3792057,"Lagos,Nigeria",1000,81,1435849200
5249,Clear,11.57689571,0.94,6.5243793,3.3792057,"Lagos,Nigeria",1000,75.14,1435852800
5250,Clear,11.57689571,0.94,6.5243793,3.3792057,"Lagos,Nigeria",1000,75,1435856400
5251,Mostly Cloudy,11.57689571,0.93,6.5243793,3.3792057,"Lagos,Nigeria",1010.02,75.26,1435860000
5252,Clear,11.57689571,0.94,6.5243793,3.3792057,"Lagos,Nigeria",1000,75,1435863600
5253,Clear,11.57689571,0.94,6.5243793,3.3792057,"Lagos,Nigeria",1000,75.14,1435867200
5254,Mostly Cloudy,11.57689571,0.94,6.5243793,3.3792057,"Lagos,Nigeria",1011.8,75.28,1435870800
5255,Clear,11.57689571,0.94,6.5243793,3.3792057,"Lagos,Nigeria",1000,75.14,1435874400
5256,Clear,11.57689571,0.89,6.5243793,3.3792057,"Lagos,Nigeria",1000,78.87,1436396400
5257,Mostly Cloudy,11.57689571,0.94,6.5243793,3.3792057,"Lagos,Nigeria",1012.17,78.79,1436400000
5258,Clear,11.57689571,0.89,6.5243793,3.3792057,"Lagos,Nigeria",1000,78.87,1436403600
5259,Clear,11.57689571,0.94,6.5243793,3.3792057,"Lagos,Nigeria",1000,79,1436407200
5260,Mostly Cloudy,11.57689571,0.94,6.5243793,3.3792057,"Lagos,Nigeria",1010.2,77.22,1436410800
5261,Clear,11.57689571,0.94,6.5243793,3.3792057,"Lagos,Nigeria",1000,77.14,1436414400
5262,Clear,11.57689571,1,6.5243793,3.3792057,"Lagos,Nigeria",1000,75.28,1436418000
5263,Mostly Cloudy,11.57689571,0.98,6.5243793,3.3792057,"Lagos,Nigeria",1011.35,75.66,1436421600
5264,Clear,11.57689571,0.99,6.5243793,3.3792057,"Lagos,Nigeria",1000,77.13,1436425200
5265,Clear,11.57689571,0.94,6.5243793,3.3792057,"Lagos,Nigeria",1000,79.14,1436428800
5266,Mostly Cloudy,11.57689571,0.85,6.5243793,3.3792057,"Lagos,Nigeria",1012.6,82,1436432400
5267,Clear,11.57689571,0.85,6.5243793,3.3792057,"Lagos,Nigeria",1000,84,1436436000
5268,Clear,11.57689571,0.81,6.5243793,3.3792057,"Lagos,Nigeria",1000,82.52,1436439600
5269,Mostly Cloudy,11.57689571,0.75,6.5243793,3.3792057,"Lagos,Nigeria",1011.33,85.92,1436443200
5270,Clear,11.57689571,0.71,6.5243793,3.3792057,"Lagos,Nigeria",1000,87.86,1436446800
5271,Clear,11.57689571,0.71,6.5243793,3.3792057,"Lagos,Nigeria",1000,87.72,1436450400
5272,Mostly Cloudy,11.57689571,0.74,6.5243793,3.3792057,"Lagos,Nigeria",1009.21,87.8,1436454000
5273,Clear,11.57689571,0.76,6.5243793,3.3792057,"Lagos,Nigeria",1000,85.72,1436457600
5274,Clear,11.57689571,0.75,6.5243793,3.3792057,"Lagos,Nigeria",1000,85.87,1436461200
5275,Mostly Cloudy,11.57689571,0.82,6.5243793,3.3792057,"Lagos,Nigeria",1009.46,82.65,1436464800
5276,Dry,11.57689571,0.8,6.5243793,3.3792057,"Lagos,Nigeria",1000,81.79,1436468400
5277,Clear,11.57689571,0.83,6.5243793,3.3792057,"Lagos,Nigeria",1000,80.86,1436472000
5278,Mostly Cloudy,11.57689571,0.93,6.5243793,3.3792057,"Lagos,Nigeria",1010.89,79.12,1436475600
5279,Clear,11.57689571,0.94,6.5243793,3.3792057,"Lagos,Nigeria",1000,79,1436479200
5280,Clear,11.57689571,0.88,6.5243793,3.3792057,"Lagos,Nigeria",1000,79,1437001200
5281,Mostly Cloudy,11.57689571,0.88,6.5243793,3.3792057,"Lagos,Nigeria",1011.88,78.84,1437004800
5282,Clear,11.57689571,0.88,6.5243793,3.3792057,"Lagos,Nigeria",1000,79,1437008400
5283,Clear,11.57689571,0.94,6.5243793,3.3792057,"Lagos,Nigeria",1000,77.14,1437012000
5284,Mostly Cloudy,11.57689571,0.94,6.5243793,3.3792057,"Lagos,Nigeria",1011,77,1437015600
5285,Clear,11.57689571,0.94,6.5243793,3.3792057,"Lagos,Nigeria",1000,77,1437019200
5286,Clear,11.57689571,0.94,6.5243793,3.3792057,"Lagos,Nigeria",1000,77,1437022800
5287,Mostly Cloudy,11.57689571,0.94,6.5243793,3.3792057,"Lagos,Nigeria",1011.76,76.59,1437026400
5288,Clear,11.57689571,0.94,6.5243793,3.3792057,"Lagos,Nigeria",1000,78.86,1437030000
5289,Clear,11.57689571,0.88,6.5243793,3.3792057,"Lagos,Nigeria",1000,78.86,1437033600
5290,Foggy,11.57689571,0.88,6.5243793,3.3792057,"Lagos,Nigeria",1014.1,78.86,1437037200
5291,Clear,11.57689571,0.93,6.5243793,3.3792057,"Lagos,Nigeria",1000,75.51,1437040800
5292,Clear,11.57689571,0.87,6.5243793,3.3792057,"Lagos,Nigeria",1000,79.13,1437044400
5293,Mostly Cloudy,11.57689571,0.87,6.5243793,3.3792057,"Lagos,Nigeria",1013.64,79.26,1437048000
5294,Humid,11.57689571,0.93,6.5243793,3.3792057,"Lagos,Nigeria",1000,77.28,1437051600
5295,Humid,11.57689571,0.93,6.5243793,3.3792057,"Lagos,Nigeria",1000,77.28,1437055200
5296,Humid and Mostly Cloudy,11.57689571,0.93,6.5243793,3.3792057,"Lagos,Nigeria",1010.9,79.14,1437058800
5297,Clear,11.57689571,0.88,6.5243793,3.3792057,"Lagos,Nigeria",1000,79.14,1437062400
5298,Clear,11.57689571,0.88,6.5243793,3.3792057,"Lagos,Nigeria",1000,79,1437066000
5299,Mostly Cloudy,11.57689571,0.92,6.5243793,3.3792057,"Lagos,Nigeria",1010.56,77.39,1437069600
5300,Clear,11.57689571,0.94,6.5243793,3.3792057,"Lagos,Nigeria",1000,77,1437073200
5301,Clear,11.57689571,0.94,6.5243793,3.3792057,"Lagos,Nigeria",1000,75.28,1437076800
5302,Clear,11.57689571,0.94,6.5243793,3.3792057,"Lagos,Nigeria",1000,75.14,1437080400
5303,Clear,11.57689571,0.94,6.5243793,3.3792057,"Lagos,Nigeria",1000,75.14,1437084000
5304,Clear,11.57689571,0.9,6.5243793,3.3792057,"Lagos,Nigeria",1000,75,1437606000
5305,Humid,11.57689571,0.96,6.5243793,3.3792057,"Lagos,Nigeria",1012.35,73.16,1437609600
5306,Humid,11.57689571,0.97,6.5243793,3.3792057,"Lagos,Nigeria",1000,73.14,1437613200
5307,Clear,11.57689571,0.93,6.5243793,3.3792057,"Lagos,Nigeria",1000,72.21,1437616800
5308,Humid and Mostly Cloudy,11.57689571,1,6.5243793,3.3792057,"Lagos,Nigeria",1011.3,72.21,1437620400
5309,Clear,11.57689571,1,6.5243793,3.3792057,"Lagos,Nigeria",1000,72.21,1437624000
5310,Clear,11.57689571,0.99,6.5243793,3.3792057,"Lagos,Nigeria",1000,72.34,1437627600
5311,Mostly Cloudy,11.57689571,0.96,6.5243793,3.3792057,"Lagos,Nigeria",1012.51,73.22,1437631200
5312,Clear,11.57689571,0.94,6.5243793,3.3792057,"Lagos,Nigeria",1000,75.14,1437634800
5313,Clear,11.57689571,0.93,6.5243793,3.3792057,"Lagos,Nigeria",1000,75.28,1437638400
5314,Mostly Cloudy,11.57689571,0.88,6.5243793,3.3792057,"Lagos,Nigeria",1014.3,78.89,1437642000
5315,Clear,11.57689571,0.79,6.5243793,3.3792057,"Lagos,Nigeria",1000,81.93,1437645600
5316,Clear,11.57689571,0.79,6.5243793,3.3792057,"Lagos,Nigeria",1000,82,1437649200
5317,Mostly Cloudy,11.57689571,0.74,6.5243793,3.3792057,"Lagos,Nigeria",1012.68,84.12,1437652800
5318,Clear,11.57689571,0.66,6.5243793,3.3792057,"Lagos,Nigeria",1000,85.72,1437656400
5319,Mostly Cloudy,11.57689571,0.66,6.5243793,3.3792057,"Lagos,Nigeria",1009.84,85.63,1437660000
5320,Mostly Cloudy,11.57689571,0.67,6.5243793,3.3792057,"Lagos,Nigeria",1009.84,85.37,1437663600
5321,Clear,11.57689571,0.66,6.5243793,3.3792057,"Lagos,Nigeria",1000,85.66,1437667200
5322,Clear,11.57689571,0.75,6.5243793,3.3792057,"Lagos,Nigeria",1000,81.79,1437670800
5323,Mostly Cloudy,11.57689571,0.77,6.5243793,3.3792057,"Lagos,Nigeria",1010.73,81.04,1437674400
5324,Dry,11.57689571,0.8,6.5243793,3.3792057,"Lagos,Nigeria",1000,78.86,1437678000
5325,Dry,11.57689571,0.8,6.5243793,3.3792057,"Lagos,Nigeria",1000,78.86,1437681600
5326,Dry,11.57689571,0.8,6.5243793,3.3792057,"Lagos,Nigeria",1000,78.86,1437685200
5327,Dry,11.57689571,0.8,6.5243793,3.3792057,"Lagos,Nigeria",1000,78.86,1437688800
5328,Clear,11.57689571,0.9,6.5243793,3.3792057,"Lagos,Nigeria",1000,75,1438210800
5329,Humid and Mostly Cloudy,11.57689571,0.95,6.5243793,3.3792057,"Lagos,Nigeria",1013.39,73.13,1438214400
5330,Humid,11.57689571,0.97,6.5243793,3.3792057,"Lagos,Nigeria",1000,73.14,1438218000
5331,Clear,11.57689571,0.97,6.5243793,3.3792057,"Lagos,Nigeria",1000,73.14,1438221600
5332,Mostly Cloudy,11.57689571,0.96,6.5243793,3.3792057,"Lagos,Nigeria",1011.6,73.11,1438225200
5333,Clear,11.57689571,0.97,6.5243793,3.3792057,"Lagos,Nigeria",1000,73.14,1438228800
5334,Clear,11.57689571,0.97,6.5243793,3.3792057,"Lagos,Nigeria",1000,73.14,1438232400
5335,Breezy and Mostly Cloudy,11.57689571,0.96,6.5243793,3.3792057,"Lagos,Nigeria",1012.81,72.84,1438236000
5336,Clear,11.57689571,0.97,6.5243793,3.3792057,"Lagos,Nigeria",1000,73.14,1438239600
5337,Clear,11.57689571,0.96,6.5243793,3.3792057,"Lagos,Nigeria",1000,73.28,1438243200
5338,Mostly Cloudy,11.57689571,0.79,6.5243793,3.3792057,"Lagos,Nigeria",1014,79,1438246800
5339,Clear,11.57689571,0.72,6.5243793,3.3792057,"Lagos,Nigeria",1000,81.79,1438250400
5340,Clear,11.57689571,0.68,6.5243793,3.3792057,"Lagos,Nigeria",1000,81.79,1438254000
5341,Mostly Cloudy,11.57689571,0.67,6.5243793,3.3792057,"Lagos,Nigeria",1012.94,82.05,1438257600
5342,Clear,11.57689571,0.7,6.5243793,3.3792057,"Lagos,Nigeria",1000,80.86,1438261200
5343,Clear,11.57689571,0.68,6.5243793,3.3792057,"Lagos,Nigeria",1000,81.81,1438264800
5344,Mostly Cloudy,11.57689571,0.69,6.5243793,3.3792057,"Lagos,Nigeria",1010.55,81.54,1438268400
5345,Clear,11.57689571,0.72,6.5243793,3.3792057,"Lagos,Nigeria",1000,81.79,1438272000
5346,Clear,11.57689571,0.74,6.5243793,3.3792057,"Lagos,Nigeria",1000,79,1438275600
5347,Mostly Cloudy,11.57689571,0.79,6.5243793,3.3792057,"Lagos,Nigeria",1010.72,77.39,1438279200
5348,Clear,11.57689571,0.79,6.5243793,3.3792057,"Lagos,Nigeria",1000,77,1438282800
5349,Clear,11.57689571,0.84,6.5243793,3.3792057,"Lagos,Nigeria",1000,75,1438286400
5350,Mostly Cloudy,11.57689571,0.84,6.5243793,3.3792057,"Lagos,Nigeria",1012.2,75,1438290000
5351,Dry,11.57689571,0.84,6.5243793,3.3792057,"Lagos,Nigeria",1000,75,1438293600
5352,Clear,11.57689571,0.89,6.5243793,3.3792057,"Lagos,Nigeria",1000,76.86,1438815600
5353,Mostly Cloudy,11.57689571,0.94,6.5243793,3.3792057,"Lagos,Nigeria",1010.62,74.91,1438819200
5354,Clear,11.57689571,0.94,6.5243793,3.3792057,"Lagos,Nigeria",1000,75,1438822800
5355,Clear,11.57689571,0.94,6.5243793,3.3792057,"Lagos,Nigeria",1000,75,1438826400
5356,Clear,11.57689571,0.94,6.5243793,3.3792057,"Lagos,Nigeria",1000,75,1438830000
5357,Clear,11.57689571,0.94,6.5243793,3.3792057,"Lagos,Nigeria",1000,75,1438833600
5358,Clear,11.57689571,0.94,6.5243793,3.3792057,"Lagos,Nigeria",1000,75,1438837200
5359,Mostly Cloudy,11.57689571,0.94,6.5243793,3.3792057,"Lagos,Nigeria",1012.6,74.92,1438840800
5360,Clear,11.57689571,0.88,6.5243793,3.3792057,"Lagos,Nigeria",1000,77,1438844400
5361,Clear,11.57689571,0.88,6.5243793,3.3792057,"Lagos,Nigeria",1000,77,1438848000
5362,Mostly Cloudy,11.57689571,0.87,6.5243793,3.3792057,"Lagos,Nigeria",1012.27,78.88,1438851600
5363,Clear,11.57689571,0.82,6.5243793,3.3792057,"Lagos,Nigeria",1000,79.13,1438855200
5364,Clear,11.57689571,0.75,6.5243793,3.3792057,"Lagos,Nigeria",1000,81.79,1438858800
5365,Mostly Cloudy,11.57689571,0.77,6.5243793,3.3792057,"Lagos,Nigeria",1011.01,81.21,1438862400
5366,Clear,11.57689571,0.75,6.5243793,3.3792057,"Lagos,Nigeria",1000,83.68,1438866000
5367,Clear,11.57689571,0.75,6.5243793,3.3792057,"Lagos,Nigeria",1000,82.48,1438869600
5368,Mostly Cloudy,11.57689571,0.73,6.5243793,3.3792057,"Lagos,Nigeria",1008.35,83.3,1438873200
5369,Clear,11.57689571,0.75,6.5243793,3.3792057,"Lagos,Nigeria",1000,83.79,1438876800
5370,Clear,11.57689571,0.75,6.5243793,3.3792057,"Lagos,Nigeria",1000,81.74,1438880400
5371,Mostly Cloudy,11.57689571,0.82,6.5243793,3.3792057,"Lagos,Nigeria",1008.15,79.4,1438884000
5372,Clear,11.57689571,0.83,6.5243793,3.3792057,"Lagos,Nigeria",1000,78.75,1438887600
5373,Clear,11.57689571,0.88,6.5243793,3.3792057,"Lagos,Nigeria",1000,77,1438891200
5374,Mostly Cloudy,11.57689571,0.93,6.5243793,3.3792057,"Lagos,Nigeria",1009.54,76.94,1438894800
5375,Clear,11.57689571,0.94,6.5243793,3.3792057,"Lagos,Nigeria",1000,76.75,1438898400
5376,Clear,11.57689571,0.94,6.5243793,3.3792057,"Lagos,Nigeria",1000,77,1439420400
5377,Mostly Cloudy,11.57689571,0.91,6.5243793,3.3792057,"Lagos,Nigeria",1014.99,75.15,1439424000
5378,Clear,11.57689571,0.94,6.5243793,3.3792057,"Lagos,Nigeria",1000,77,1439427600
5379,Humid,11.57689571,1,6.5243793,3.3792057,"Lagos,Nigeria",1000,75,1439431200
5380,Dry and Mostly Cloudy,11.57689571,0.86,6.5243793,3.3792057,"Lagos,Nigeria",1011,77,1439434800
5381,Clear,11.57689571,0.94,6.5243793,3.3792057,"Lagos,Nigeria",1000,77,1439438400
5382,Clear,11.57689571,1,6.5243793,3.3792057,"Lagos,Nigeria",1000,75,1439442000
5383,Mostly Cloudy,11.57689571,0.9,6.5243793,3.3792057,"Lagos,Nigeria",1011.85,76.36,1439445600
5384,Clear,11.57689571,0.94,6.5243793,3.3792057,"Lagos,Nigeria",1000,77,1439449200
5385,Clear,11.57689571,0.94,6.5243793,3.3792057,"Lagos,Nigeria",1000,77,1439452800
5386,Mostly Cloudy,11.57689571,0.93,6.5243793,3.3792057,"Lagos,Nigeria",1012.9,76.97,1439456400
5387,Clear,11.57689571,0.88,6.5243793,3.3792057,"Lagos,Nigeria",1000,79,1439460000
5388,Clear,11.57689571,0.79,6.5243793,3.3792057,"Lagos,Nigeria",1000,81.87,1439463600
5389,Mostly Cloudy,11.57689571,0.74,6.5243793,3.3792057,"Lagos,Nigeria",1011.54,84.65,1439467200
5390,Clear,11.57689571,0.71,6.5243793,3.3792057,"Lagos,Nigeria",1000,83.79,1439470800
5391,Clear,11.57689571,0.71,6.5243793,3.3792057,"Lagos,Nigeria",1000,85.43,1439474400
5392,Mostly Cloudy,11.57689571,0.73,6.5243793,3.3792057,"Lagos,Nigeria",1009.73,83.81,1439478000
5393,Clear,11.57689571,0.78,6.5243793,3.3792057,"Lagos,Nigeria",1000,82.48,1439481600
5394,Clear,11.57689571,0.79,6.5243793,3.3792057,"Lagos,Nigeria",1000,81.46,1439485200
5395,Mostly Cloudy,11.57689571,0.82,6.5243793,3.3792057,"Lagos,Nigeria",1009.89,80.24,1439488800
5396,Clear,11.57689571,0.94,6.5243793,3.3792057,"Lagos,Nigeria",1000,77,1439492400
5397,Clear,11.57689571,0.91,6.5243793,3.3792057,"Lagos,Nigeria",1000,77,1439496000
5398,Mostly Cloudy,11.57689571,0.89,6.5243793,3.3792057,"Lagos,Nigeria",1011.05,76.92,1439499600
5399,Clear,11.57689571,0.88,6.5243793,3.3792057,"Lagos,Nigeria",1000,77,1439503200
5400,Clear,11.57689571,0.94,6.5243793,3.3792057,"Lagos,Nigeria",1000,76.87,1440025200
5401,Humid and Mostly Cloudy,11.57689571,0.99,6.5243793,3.3792057,"Lagos,Nigeria",1009.46,75.08,1440028800
5402,Humid,11.57689571,1,6.5243793,3.3792057,"Lagos,Nigeria",1000,75.14,1440032400
5403,Humid,11.57689571,1,6.5243793,3.3792057,"Lagos,Nigeria",1000,75.14,1440036000
5404,Mostly Cloudy,11.57689571,1,6.5243793,3.3792057,"Lagos,Nigeria",1008.7,75,1440039600
5405,Clear,11.57689571,1,6.5243793,3.3792057,"Lagos,Nigeria",1000,75.14,1440043200
5406,Clear,11.57689571,0.94,6.5243793,3.3792057,"Lagos,Nigeria",1000,75.14,1440046800
5407,Mostly Cloudy,11.57689571,0.93,6.5243793,3.3792057,"Lagos,Nigeria",1009.82,75.04,1440050400
5408,Clear,11.57689571,0.99,6.5243793,3.3792057,"Lagos,Nigeria",1000,75.13,1440054000
5409,Clear,11.57689571,0.94,6.5243793,3.3792057,"Lagos,Nigeria",1000,77,1440057600
5410,Overcast,11.57689571,0.88,6.5243793,3.3792057,"Lagos,Nigeria",1011,79,1440061200
5411,Clear,11.57689571,0.88,6.5243793,3.3792057,"Lagos,Nigeria",1000,79,1440064800
5412,Clear,11.57689571,0.82,6.5243793,3.3792057,"Lagos,Nigeria",1000,81,1440068400
5413,Overcast,11.57689571,0.84,6.5243793,3.3792057,"Lagos,Nigeria",1010.55,79.98,1440072000
5414,Clear,11.57689571,0.87,6.5243793,3.3792057,"Lagos,Nigeria",1000,79.51,1440075600
5415,Humid,11.57689571,0.92,6.5243793,3.3792057,"Lagos,Nigeria",1000,77.89,1440079200
5416,Humid and Mostly Cloudy,11.57689571,0.92,6.5243793,3.3792057,"Lagos,Nigeria",1008.7,77.82,1440082800
5417,Clear,11.57689571,0.93,6.5243793,3.3792057,"Lagos,Nigeria",1000,77.51,1440086400
5418,Clear,11.57689571,0.94,6.5243793,3.3792057,"Lagos,Nigeria",1000,77.14,1440090000
5419,Mostly Cloudy,11.57689571,0.93,6.5243793,3.3792057,"Lagos,Nigeria",1007.9,77.43,1440093600
5420,Clear,11.57689571,0.94,6.5243793,3.3792057,"Lagos,Nigeria",1000,77.14,1440097200
5421,Clear,11.57689571,0.94,6.5243793,3.3792057,"Lagos,Nigeria",1000,77.14,1440100800
5422,Clear,11.57689571,0.94,6.5243793,3.3792057,"Lagos,Nigeria",1000,77,1440104400
5423,Clear,11.57689571,0.94,6.5243793,3.3792057,"Lagos,Nigeria",1000,77,1440108000
5424,Clear,11.57689571,0.88,6.5243793,3.3792057,"Lagos,Nigeria",1000,77,1440630000
5425,Mostly Cloudy,11.57689571,0.94,6.5243793,3.3792057,"Lagos,Nigeria",1013.47,76.73,1440633600
5426,Clear,11.57689571,0.88,6.5243793,3.3792057,"Lagos,Nigeria",1000,77,1440637200
5427,Clear,11.57689571,0.94,6.5243793,3.3792057,"Lagos,Nigeria",1000,77,1440640800
5428,Dry,11.57689571,0.88,6.5243793,3.3792057,"Lagos,Nigeria",1000,77,1440644400
5429,Clear,11.57689571,0.94,6.5243793,3.3792057,"Lagos,Nigeria",1000,77,1440648000
5430,Clear,11.57689571,0.94,6.5243793,3.3792057,"Lagos,Nigeria",1000,77,1440651600
5431,Mostly Cloudy,11.57689571,0.94,6.5243793,3.3792057,"Lagos,Nigeria",1011.88,76.76,1440655200
